ref,,,Date,Grid,Plot,Site code,Site,Section code,species (correctly spelled!),Height (cm),# stems,stem 1 diameter (cm),stem 2 diameter (cm),stem 3 diameter (cm),stem 4 diameter (cm),stem 5 diameter (cm),%break,age (N/O/N/A),sprout (Y/ N),% circum,% Additive,% < 3m,age (n/o/N/A),% regro,% borer, % fire,topple (y/n),resprout #,ele? (y/n/N/A),alive (y/n),Notes,Data Collector,Data Enterer,total basal area,total biomass
1809,,,13-Jun-2013,4,30,4_30,Sparse 2,5B02,Combretum hereroense,310,1,4.2,0,0,0,0,12,O,N,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Audrey & Cody,Audrey,13.8544236,
1810,,,13-Jun-2013,4,30,4_30,Sparse 2,5B10,Combretum hereroense,300,3,2.7,2.3,2,20,0,20,O,N,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Audrey & Cody,Audrey,1282.123232,
1811,,,13-Jun-2013,4,30,4_30,Sparse 2,5B10,Combretum hereroense,500,2,7.4,5.6,0,0,0,20,O,N,5,5,1,O,0,0,0,N,N/A,U,Y,,Audrey & Cody,Audrey,141.528749,
1812,,,13-Jun-2013,4,30,4_30,Sparse 2,1A02,Ehretia rigida,33,1,0.272,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,0.058106898,
1813,,,13-Jun-2013,4,30,4_30,Sparse 2,1A02,Commiphora africana,70,2,0.85,0.824,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,2.700516187,
1814,,,13-Jun-2013,4,30,4_30,Sparse 2,1A02,Commiphora africana,35,2,0.654,0.427,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,0.908730808,
1815,,,13-Jun-2013,4,30,4_30,Sparse 2,1A02,Commiphora africana,25,1,0.775,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,0.471729772,
1816,,,13-Jun-2013,4,30,4_30,Sparse 2,1A02,Commiphora africana,50,2,0.286,0.172,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,0.157183305,
1817,,,13-Jun-2013,4,30,4_30,Sparse 2,1A02,Commiphora africana,135,4,1.518,1.422,1.4,1.141,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,13.79173626,
1818,,,13-Jun-2013,4,30,4_30,Sparse 2,1A02,Commiphora africana,120,2,1.526,1.127,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,5.819165789,
1819,,,13-Jun-2013,4,30,4_30,Sparse 2,1A02,Commiphora africana,40,2,0.781,0.349,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,0.861711376,
1820,,,13-Jun-2013,4,30,4_30,Sparse 2,1A02,Commiphora africana,105,1,1.367,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,1.467664909,
1821,,,13-Jun-2013,4,30,4_30,Sparse 2,1A02,Commiphora africana,55,1,0.328,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,0.084496276,
1822,,,13-Jun-2013,4,30,4_30,Sparse 2,1A02,Commiphora africana,125,3,1.339,1.184,1.024,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,6.635767036,
1823,,,13-Jun-2013,4,30,4_30,Sparse 2,1A02,Commiphora africana,135,1,1.241,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,1.209576789,
1824,,,13-Jun-2013,4,30,4_30,Sparse 2,1A02,Commiphora africana,48,1,0.738,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,0.427762397,
1825,,,13-Jun-2013,4,30,4_30,Sparse 2,1A02,Commiphora africana,76,1,0.341,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,0.091326884,
1826,,,13-Jun-2013,4,30,4_30,Sparse 2,1A02,Commiphora africana,130,8,1.754,1.434,0.985,0.703,0.378,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,11.30336005,
1827,,,13-Jun-2013,4,30,4_30,Sparse 2,2A02,Commiphora africana,140,2,1.527,1.115,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,5.737042201,
1828,,,13-Jun-2013,4,30,4_30,Sparse 2,2A02,Flueggea virosa,140,10,1.194,1.136,0.813,0.713,0.541,20,O,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,7.519987923,
1829,,,13-Jun-2013,4,30,4_30,Sparse 2,2A02,Commiphora africana,120,3,1.614,1.401,1.123,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,9.202768677,
1830,,,13-Jun-2013,4,30,4_30,Sparse 2,2A02,Ehretia rigida,18,1,0.189,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,0.028055208,
1831,,,13-Jun-2013,4,30,4_30,Sparse 2,3A02,Ehretia rigida,26,2,0.419,0.372,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,0.572631445,
1832,,,13-Jun-2013,4,30,4_30,Sparse 2,3A02,Ehretia rigida,21,3,0.65,0.611,0.5,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,1.701002776,
1833,,,13-Jun-2013,4,30,4_30,Sparse 2,3A02,Ehretia rigida,13,2,0.357,0.326,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,0.433974111,
1834,,,13-Jun-2013,4,30,4_30,Sparse 2,3A02,Ehretia rigida,15,1,0.137,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,0.014741138,
1835,,,13-Jun-2013,4,30,4_30,Sparse 2,3A02,Ehretia rigida,20,2,0.523,0.241,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,0.397296017,
1836,,,13-Jun-2013,4,30,4_30,Sparse 2,4A02,Acacia nigrescens,61,3,2.621,1.18,0.859,0,0,65,O,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,10.34928742,
1837,,,13-Jun-2013,4,30,4_30,Sparse 2,4A02,Grewia villosa,48,2,0.335,0.21,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,0.226685545,
1838,,,13-Jun-2013,4,30,4_30,Sparse 2,4A02,Acacia nigrescens,54,3,1.828,0.529,0.435,0,0,70,O,Y,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,3.652237334,
1839,,,13-Jun-2013,4,30,4_30,Sparse 2,4B02,Ehretia rigida,27,1,0.248,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,0.048305129,
1840,,,13-Jun-2013,4,30,4_30,Sparse 2,4B02,Ehretia rigida,30,1,0.465,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,0.169822718,
1841,,,13-Jun-2013,4,30,4_30,Sparse 2,4B02,Ehretia rigida,16,2,0.484,0.471,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,0.880918288,
1842,,,13-Jun-2013,4,30,4_30,Sparse 2,5B02,Ehretia rigida,32,1,0.315,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,0.077931133,
1843,,,13-Jun-2013,4,30,4_30,Sparse 2,5B02,Pyrostria hystrix,75,8,0.592,0.581,0.45,0.263,0.24,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,1.757315824,
1844,,,13-Jun-2013,4,30,4_30,Sparse 2,5B02,Flueggea virosa,93,10,0.962,0.549,0.45,0.435,0.428,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,2.57110456,
1845,,,13-Jun-2013,4,30,4_30,Sparse 2,5B02,Combretum hereroense,103,4,3.65,1.182,0.675,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,15.21050856,
1846,,,13-Jun-2013,4,30,4_30,Sparse 2,5B02,Acacia nigrescens,120,1,3.248,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Graeme & Hannah,Audrey,8.285561066,
1847,,,13-Jun-2013,4,30,4_30,Sparse 2,1B02,Commiphora africana,100,4,1.201,0.991,0.877,0.735,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,6.519396946,
1848,,,13-Jun-2013,4,30,4_30,Sparse 2,1B02,Commiphora africana,100,2,1.185,0.601,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,2.237622144,
1849,,,13-Jun-2013,4,30,4_30,Sparse 2,1B02,Commiphora africana,120,1,1.229,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,1.186297587,
1850,,,13-Jun-2013,4,30,4_30,Sparse 2,1B02,Commiphora africana,125,3,2.203,1.099,0.833,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,8.15109933,
1851,,,13-Jun-2013,4,30,4_30,Sparse 2,1B02,Flueggea virosa,120,10,1.145,0.737,0.648,0.605,0.515,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,4.424092877,
1852,,,13-Jun-2013,4,30,4_30,Sparse 2,1B02,Flueggea virosa,125,3,1.171,0.904,0.892,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,4.269242989,
1853,,,13-Jun-2013,4,30,4_30,Sparse 2,1B02,Commiphora africana,60,4,1.015,0.91,0.751,0.642,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,5.148506443,
1854,,,13-Jun-2013,4,30,4_30,Sparse 2,1B02,Commiphora africana,75,2,1.091,0.893,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,3.440104431,
1855,,,13-Jun-2013,4,30,4_30,Sparse 2,1B02,Commiphora africana,90,1,2.017,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,3.195226709,
1856,,,13-Jun-2013,4,30,4_30,Sparse 2,1B02,Acacia nigrescens,50,10,9.71,0.423,0.318,0.231,0.174,30,O,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,74.88352085,
1857,,,13-Jun-2013,4,30,4_30,Sparse 2,1B02,Commiphora africana,50,1,0.618,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,0.299962408,
1858,,,13-Jun-2013,4,30,4_30,Sparse 2,1B02,Commiphora africana,84,2,2.035,0.936,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,6.004847267,
1859,,,13-Jun-2013,4,30,4_30,Sparse 2,1B02,Commiphora africana,70,1,1.116,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,0.978178855,
1860,,,13-Jun-2013,4,30,4_30,Sparse 2,1B02,Commiphora africana,45,1,1.153,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,1.044115387,
1861,,,13-Jun-2013,4,30,4_30,Sparse 2,1B02,Commiphora africana,80,2,0.557,0.544,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,1.173379358,
1862,,,13-Jun-2013,4,30,4_30,Sparse 2,2B02,Commiphora africana,70,1,1.08,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,0.916088418,
1863,,,13-Jun-2013,4,30,4_30,Sparse 2,2B02,Flueggea virosa,180,10,1.536,1.233,1.087,1.041,0.955,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,11.67790465,
1864,,,13-Jun-2013,4,30,4_30,Sparse 2,2B02,Commiphora africana,90,1,0.87,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,0.59446787,
1865,,,13-Jun-2013,4,30,4_30,Sparse 2,2B02,Commiphora africana,75,1,0.791,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,0.491408708,
1866,,,13-Jun-2013,4,30,4_30,Sparse 2,2B02,Acacia nigrescens,120,1,5.472,0,0,0,0,100,O,N,0,0,0,N/A,0,0,0,Y,Y,N/A,Y,,Chev & Sam ,Audrey,23.51700756,
1867,,,13-Jun-2013,4,30,4_30,Sparse 2,3B02,Ehretia rigida,30,1,1.109,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,0.965946279,
1868,,,13-Jun-2013,4,30,4_30,Sparse 2,3B02,Ehretia rigida,30,1,0.211,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,0.034966712,
1869,,,13-Jun-2013,4,30,4_30,Sparse 2,4B02,Acacia nigrescens,40,10,5.353,0.37,0.221,0.202,0.194,100,O,N,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Chev & Sam ,Audrey,23.13146974,
1870,,,13-Jun-2013,4,30,4_30,Sparse 2,4B02,Ehretia rigida,20,1,0.266,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,0.055571632,
1871,,,13-Jun-2013,4,30,4_30,Sparse 2,4B02,Flueggea virosa,125,10,1.256,1.145,0.885,0.733,0.434,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,7.808721494,
1872,,,13-Jun-2013,4,30,4_30,Sparse 2,4B02,Ehretia rigida,20,1,0.385,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,0.116415643,
1873,,,13-Jun-2013,4,30,4_30,Sparse 2,4B02,Ehretia rigida,10,1,0.199,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,0.031102553,
1874,,,13-Jun-2013,4,30,4_30,Sparse 2,4B02,Flueggea virosa,140,10,1.867,1.273,1.153,0.878,0.315,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,11.37254577,
1875,,,13-Jun-2013,4,30,4_30,Sparse 2,5B02,Acacia nigrescens,30,1,0.383,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,0.115209271,
1876,,,13-Jun-2013,4,30,4_30,Sparse 2,5B02,Ehretia rigida,50,1,0.631,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,0.312714918,
1877,,,13-Jun-2013,4,30,4_30,Sparse 2,5B02,Combretum hereroense,200,2,2.157,2.036,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,16.67701344,
1878,,,13-Jun-2013,4,30,4_30,Sparse 2,5B02,Combretum hereroense,155,3,1.197,1.098,0.792,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,5.40549422,
1879,,,13-Jun-2013,4,30,4_30,Sparse 2,5B02,Combretum hereroense,170,4,2.467,2.006,1.295,1.006,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,21.91842228,
1880,,,13-Jun-2013,4,30,4_30,Sparse 2,5B02,Combretum hereroense,160,4,2.184,1.706,1.534,1.144,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,18.8493203,
1881,,,13-Jun-2013,4,30,4_30,Sparse 2,5B02,Combretum hereroense,200,5,2.897,1.904,1.624,1.235,1.155,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,25.89125835,
1882,,,13-Jun-2013,4,30,4_30,Sparse 2,5B02,Combretum hereroense,120,1,0.949,0,0,0,0,0,N/A,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Chev & Sam ,Audrey,0.707330371,
1883,,,14-Jun-2013,4,31,4_31,Sparse 3,1B02,Ehretia rigida,50,7,0.91,0.86,0.83,0.59,0.54,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,4.837581448,
1884,,,14-Jun-2013,4,31,4_31,Sparse 3,1A02,Grewia villosa,50,2,0.454,0.257,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.369382181,
1885,,,14-Jun-2013,4,31,4_31,Sparse 3,1A02,Commiphora africana,48,2,1.094,0.48,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,1.663815744,
1886,,,14-Jun-2013,4,31,4_31,Sparse 3,1B02,Ormocarpum trichocarpum,15,1,0.59,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.273397101,
1887,,,14-Jun-2013,4,31,4_31,Sparse 3,1B02,Ormocarpum trichocarpum,31,1,0.42,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.138544236,
1888,,,14-Jun-2013,4,31,4_31,Sparse 3,2A02,Commiphora africana,105,1,2.465,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,4.772255955,
1889,,,14-Jun-2013,4,31,4_31,Sparse 3,2A02,Ormocarpum trichocarpum,60,1,0.887,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.617926928,
1890,,,14-Jun-2013,4,31,4_31,Sparse 3,2A02,Ormocarpum trichocarpum,48,1,0.496,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.193220515,
1891,,,14-Jun-2013,4,31,4_31,Sparse 3,2B02,Ehretia rigida,43,6,1.152,0.71,0.58,0.44,0.42,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,3.636946417,
1892,,,14-Jun-2013,4,31,4_31,Sparse 3,2A02,Ehretia rigida,27,1,0.223,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.039057065,
1893,,,14-Jun-2013,4,31,4_31,Sparse 3,2A02,Ehretia rigida,32,3,0.679,0.419,0.334,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,1.00125778,
1894,,,14-Jun-2013,4,31,4_31,Sparse 3,2B02,Ehretia rigida,42,4,0.6,0.6,0.33,0.33,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,1.841365994,
1895,,,14-Jun-2013,4,31,4_31,Sparse 3,2A02,Ehretia rigida,41,2,0.628,0.442,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.923502576,
1896,,,14-Jun-2013,4,31,4_31,Sparse 3,2B02,Ehretia rigida,46,1,1.14,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,1.020703453,
1897,,,14-Jun-2013,4,31,4_31,Sparse 3,2A02,Ehretia rigida,23,2,0.223,0.213,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.181587982,
1898,,,14-Jun-2013,4,31,4_31,Sparse 3,2B02,Ehretia rigida,37,3,0.8,0.68,0.42,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,2.093871504,
1899,,,14-Jun-2013,4,31,4_31,Sparse 3,3B02,Ehretia rigida,44,2,0.78,0.58,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,1.534668011,
1900,,,14-Jun-2013,4,31,4_31,Sparse 3,3B02,Ehretia rigida,50,3,0.889,0.606,0.515,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,1.98272981,
1901,,,14-Jun-2013,4,31,4_31,Sparse 3,3B02,Ehretia rigida,38,3,0.56,0.42,0.38,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.913889303,
1902,,,14-Jun-2013,4,31,4_31,Sparse 3,3A02,Grewia villosa,96,10,0.75,0.743,0.728,0.467,0.501,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,3.474630535,
1903,,,14-Jun-2013,4,31,4_31,Sparse 3,3B02,Ehretia rigida,32,1,0.68,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.363168111,
1904,,,14-Jun-2013,4,31,4_31,Sparse 3,3A02,Acacia nigrescens,40,5,1.214,1.11,0.872,0.586,4.863,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,last stem dead,"Graeme, Kim, & Hannah",Julia,25.27798727,
1905,,,14-Jun-2013,4,31,4_31,Sparse 3,3B02,Ehretia rigida,27,3,0.49,0.42,0.24,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.787989977,
1906,,,14-Jun-2013,4,31,4_31,Sparse 3,3A02,Ehretia rigida,18,3,0.571,0.33,0.253,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.648463994,
1907,,,14-Jun-2013,4,31,4_31,Sparse 3,3A02,Ehretia rigida,32,1,0.336,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.088668311,
1908,,,14-Jun-2013,4,31,4_31,Sparse 3,3A02,Ehretia rigida,25,1,0.924,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.670554102,
1909,,,14-Jun-2013,4,31,4_31,Sparse 3,3B02,Ehretia rigida,46,3,1.9,0.72,0.59,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,4.737286102,
1910,,,14-Jun-2013,4,31,4_31,Sparse 3,3A02,Ehretia rigida,17,2,0.494,0.28,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.43796629,
1911,,,14-Jun-2013,4,31,4_31,Sparse 3,3A02,Ehretia rigida,15,2,0.729,0.643,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,1.716281126,
1912,,,14-Jun-2013,4,31,4_31,Sparse 3,4A02,Ehretia rigida,50,1,0.306,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.073541542,
1913,,,14-Jun-2013,4,31,4_31,Sparse 3,4A02,Ehretia rigida,50,1,0.243,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.046376976,
1914,,,14-Jun-2013,4,31,4_31,Sparse 3,3B02,Ehretia rigida,29,3,1.09,0.52,0.52,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,1.994989875,
1915,,,14-Jun-2013,4,31,4_31,Sparse 3,4A02,Ehretia rigida,38,2,1.135,1.032,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,4.357641123,
1916,,,14-Jun-2013,4,31,4_31,Sparse 3,3B02,Ehretia rigida,25,1,0.69,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.373928066,
1917,,,14-Jun-2013,4,31,4_31,Sparse 3,3B02,Ehretia rigida,35,4,0.74,0.68,0.5,0.34,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,2.442274129,
1918,,,14-Jun-2013,4,31,4_31,Sparse 3,4A02,Ehretia rigida,25,4,0.573,0.478,0.36,0.282,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,1.327292266,
1919,,,14-Jun-2013,4,31,4_31,Sparse 3,4B02,Ehretia rigida,12,1,0.23,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.041547563,
1920,,,14-Jun-2013,4,31,4_31,Sparse 3,4A02,Ehretia rigida,38,2,1.026,0.73,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,2.500924522,
1921,,,14-Jun-2013,4,31,4_31,Sparse 3,4B02,Ehretia rigida,17,1,0.2,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,"Graeme, Kim, & Hannah",Julia,0.031415927,
